artist_name,track_name,album_name,is_explicit,genres,release_date,track_id,danceability,valence,energy,loudness,acousticness,instrumentalness,liveness,speechiness,key,tempo,mode,duration_ms,time_signature
"Beyoncé, Kendrick Lamar",AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),True,"pop, r&b",2023-05-19,6l8mgVN9Xf1hiDIFGA6CTE,0.784,0.204,0.7,-5.289,0.0112,1.76e-05,0.163,0.0396,1,126.015,1,260962,4
Beyoncé,CUFF IT - WETTER REMIX,CUFF IT,True,"pop, r&b",2023-02-08,7eQpbVg3tjHmtdOlAHxaTr,0.66,0.65,0.688,-6.34,0.434,0.0,0.489,0.0564,7,118.05,1,249407,4
Beyoncé,CUFF IT - ACAPELLA VERSION,CUFF IT,True,"pop, r&b",2023-02-08,4vOp02U6NP1pygXaEUFVnt,0.642,0.545,0.273,-8.079,0.733,0.0,0.182,0.169,7,124.154,1,225389,3
Beyoncé,CUFF IT - INSTRUMENTAL VERSION,CUFF IT,False,"pop, r&b",2023-02-08,4lETM03OnJeIn1tNqEkptF,0.911,0.517,0.512,-8.186,0.00335,0.827,0.0629,0.127,4,114.999,0,225389,4
"Beyoncé, will.i.am",BREAK MY SOUL - will.i.am Remix,BREAK MY SOUL REMIXES,False,"pop, r&b",2022-07-26,5EooBH2mT6qcsPY8ZgZPVW,0.797,0.488,0.824,-4.009,0.0131,0.000128,0.0873,0.18,8,114.952,0,238732,4
"Beyoncé, Terry Hunter",BREAK MY SOUL - Terry Hunter Remix,BREAK MY SOUL REMIXES,False,"pop, r&b",2022-07-26,6UpmSD4nZhmESpf1vtSax0,0.773,0.853,0.879,-6.017,0.00171,0.0265,0.0333,0.0929,8,123.009,0,330594,4
"Beyoncé, Honey Dijon",BREAK MY SOUL - Honey Dijon Remix,BREAK MY SOUL REMIXES,False,"pop, r&b",2022-07-26,0ygoQd0TX8WQuSX2sDTN95,0.805,0.355,0.882,-6.754,0.000974,0.129,0.0373,0.0486,1,125.003,1,387085,4
"Beyoncé, Nita Aviance",BREAK MY SOUL - Nita Aviance Club Mix,BREAK MY SOUL REMIXES,False,"pop, r&b",2022-07-26,4r5CZANZYfNIgAQDJiIMV5,0.711,0.68,0.976,-5.931,0.00113,0.402,0.158,0.0733,1,120.008,0,594807,4
"Beyoncé, J. Cole",Party (feat. J. Cole),Party (feat. J. Cole),False,"pop, r&b",2011-10-24,7GjNPaxtLRJxPy1U6bLYrK,0.649,0.708,0.547,-6.936,0.0111,0.0,0.105,0.0493,10,161.007,1,219827,4
"Beyoncé, Kaskade",Run the World (Girls) - Kaskade Club Remix,Run The World (Girls) - Remixes,False,"pop, r&b",2011-04-21,2EWqg77KizAutZweaSTbML,0.65,0.848,0.814,-5.052,0.00385,0.0115,0.082,0.0817,5,127.003,0,302427,4
"Beyoncé, Jens Bergmark",Run the World (Girls) - RedTop Club Remix,Run The World (Girls) - Remixes,False,"pop, r&b",2011-04-21,3roIRbQot7KEhK2gWcldhD,0.728,0.698,0.821,-3.545,0.00018,0.265,0.076,0.0449,1,128.02,1,362987,4
"Beyoncé, Julian Napolitano",Run the World (Girls) - Jochen Simms Club Remix,Run The World (Girls) - Remixes,False,"pop, r&b",2011-04-21,16IBJ7vWL7xksuj92xqwlz,0.806,0.358,0.774,-4.162,0.00192,0.703,0.238,0.0535,0,129.022,0,377093,4
Beyoncé,Fever,Fever,False,"pop, r&b",2010-02-08,2Y36tgwhi4gykzF0jXwYH2,0.588,0.442,0.261,-13.225,0.1,9.13e-06,0.13,0.0975,1,118.13,1,212893,4
"Beyoncé, Lady Gaga, William Burke",Video Phone (feat. Lady Gaga),I AM...SASHA FIERCE THE BONUS TRACKS,False,"pop, r&b",2009-11-20,2nX9948PslVYrrHUf6w0eL,0.32,0.527,0.782,-7.37,0.00203,0.000851,0.39,0.374,8,78.05,1,304693,4
Beyoncé,Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,False,"pop, r&b",2009-11-20,4qwT6ISA0clmfsFSTjd9Hb,0.692,0.745,0.727,-4.562,0.0451,1.94e-06,0.0568,0.0868,6,136.87,1,217280,4
Beyoncé,Poison,I AM...SASHA FIERCE THE BONUS TRACKS,False,"pop, r&b",2009-11-20,0yGlYMCTNE1aKRd5YAXEdg,0.771,0.686,0.674,-5.136,0.171,0.0,0.096,0.266,7,125.01,1,244893,4
Beyoncé,Ego,Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,5nEldYWCnGFKkAz5GO59Uy,0.605,0.545,0.383,-7.837,0.135,0.0,0.168,0.235,1,77.973,1,237733,4
"Beyoncé, DJ Escape for Escape Productions, Johnny Vicious for Escape Productions",Ego - DJ Escape & Johnny Vicious Club Remix,Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,51gN9LgCco7yTI97uLV3qM,0.519,0.489,0.668,-3.969,0.0111,0.22,0.0438,0.101,1,191.197,1,502560,3
"Beyoncé, Jere McAllister for Slang Music Group, Vince Lawrence for Slang Music Group","Ego - Slang ""Big Ego"" Club Remix",Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,3yIN42eXlqa4YsDmizPMU4,0.747,0.672,0.365,-7.572,0.00182,0.0469,0.0597,0.0739,10,127.998,0,379067,4
Beyoncé,Sweet Dreams,Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,3BwDtDoQJjo8lsSMTMuUHg,0.693,0.755,0.819,-6.001,0.103,1.64e-05,0.0637,0.101,1,121.968,1,209213,4
"Beyoncé, OK DAC",Sweet Dreams - OK DAC Club Remix,Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,599PkpIyNxLQjpRfWLQ8An,0.54,0.217,0.717,-5.529,0.00303,0.000306,0.176,0.0751,6,127.999,1,314253,4
"Beyoncé, Achilles Sparta for Karmatronic Sound Mgmt LLC, Peter Krajczar for Karmatronic Sound Mgmt LLC",Sweet Dreams - Karmatronic Club Remix,Ego/Sweet Dreams Singles & Dance Mixes,False,"pop, r&b",2009-07-21,6smNPW8bUwL8VbSzgz0CLf,0.84,0.772,0.634,-7.64,0.0142,0.137,0.134,0.116,11,128.018,1,396200,4
Beyoncé,Halo - Radio Edit,Halo - Single & Remixes,False,"pop, r&b",2009-04-13,5Mu72dhSQLwAPNG7Z5iCVB,0.523,0.59,0.729,-5.739,0.268,1.26e-06,0.129,0.0677,9,80.104,1,224400,4
"Beyoncé, Dave Audé, Christian on HD Accel at Audacious",Halo - Dave Audé Club Remix,Halo - Single & Remixes,False,"pop, r&b",2009-04-13,5beEcQRShc04vlWtPaJ0pu,0.801,0.847,0.712,-6.46,0.0137,0.684,0.0209,0.0605,11,128.002,0,534187,4
"Beyoncé, Kazuhiko Gomi for Bernadette Brennan Management",Halo - Gomi Club Remix,Halo - Single & Remixes,False,"pop, r&b",2009-04-13,7zbE7gaXB4T8vDlaXLvH5S,0.702,0.677,0.742,-5.728,0.00455,0.362,0.0903,0.034,6,130.005,0,537267,4
"Beyoncé, Achilles Sparta for Karmatronic Sound Mgmt LLC, Peter Krajczar for Karmatronic Sound Mgmt LLC",Halo - Karmatronic Club Remix,Halo - Single & Remixes,False,"pop, r&b",2009-04-13,4apEXygYzaULwcAMKywq0p,0.671,0.707,0.846,-5.804,0.00754,0.000408,0.846,0.144,11,132.013,0,433307,4
Beyoncé,Halo - Lost Daze Club Remix,Halo - Single & Remixes,False,"pop, r&b",2009-04-13,13k8nlTn4Ph812sE7up6TX,0.644,0.598,0.612,-7.154,0.0255,0.000803,0.0275,0.0393,11,135.027,0,482347,4
"Beyoncé, Dave Audé for Awestruck Productions, Inc.",Single Ladies (Put a Ring on It) - Dave Audé Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,3fLu9Iu9rG3fDf3ErDqSSV,0.796,0.657,0.845,-5.784,0.00972,0.778,0.0334,0.0819,1,126.016,0,499960,4
"Beyoncé, Achilles Sparta for Karmatronic Sound Mgmt LLC, Peter Krajczar for Karmatronic Sound Mgmt LLC",Single Ladies (Put a Ring on It) - Karmatronic Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,7Jz9biYcDw6V1yUbwyMz6I,0.765,0.607,0.733,-7.565,0.000698,0.689,0.0346,0.0655,1,126.961,0,354547,4
"Beyoncé, Jens Bergmark for Peace Bisquit",Single Ladies (Put a Ring on It) - RedTop Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,07eke0y2iFIQcMQeX0x4TE,0.707,0.782,0.847,-6.755,9.98e-05,0.0503,0.353,0.0567,6,125.982,0,412800,4
"Beyoncé, DJ Escape for Escape Productions, Tony Coluccio for Global Media Music",Single Ladies (Put a Ring on It) - DJ Escape & Tony Coluccio Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,52ZmBROpZKt499foTBbxa9,0.796,0.769,0.924,-5.414,0.0029,0.919,0.0229,0.0854,6,128.003,0,413987,4
"Beyoncé, Frank Demaria for Dazed Recordings and Peace Bisquit, Anthony Saputo for Dazed Recordings and Peace Bisquit",Single Ladies (Put a Ring on It) - Lost Daze Dating Service Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,2UepVUZyJn1rxokRRE7kBn,0.884,0.433,0.747,-7.562,0.00055,0.0133,0.661,0.0594,11,124.982,0,407653,4
"Beyoncé, Craig Christensen for The Other One and Peace Bisquit",Single Ladies (Put a Ring on It) - Craig C's Master Blaster Remix - Club Version,Single Ladies (Put A Ring On It) Dance Remixes,False,"pop, r&b",2009-02-16,2r1o4Vyb7W4cLujPsqC3wP,0.707,0.765,0.821,-7.516,0.000691,0.477,0.0496,0.0421,11,124.989,0,499040,4
Beyoncé,Si Yo Fuera Un Chico - If I Were A Boy - Spanish Version,Si Yo Fuera Un Chico,False,"pop, r&b",2009-02-03,44umbKt0SsxXTohEKhcrk0,0.675,0.514,0.516,-5.546,0.0785,5.02e-05,0.361,0.0271,6,90.001,1,249427,4
Beyoncé,If I Were a Boy - Lost Daze Remix - Main,If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,3z3d8zii7INE7BOJvdjrAW,0.745,0.833,0.693,-5.616,0.00131,0.000417,0.0564,0.0499,3,122.988,0,308307,4
"Beyoncé, Remixed by Mark Picchiotti for MARK! Productions, Inc. and Peace Bisquit",If I Were a Boy - Mark Picchiotti Remix - Club,If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,6H2mLVIzrIDoT3R0dEjvDb,0.769,0.908,0.802,-6.922,0.000107,0.296,0.0516,0.046,6,125.992,1,435093,4
"Beyoncé, Remixed by Mark Picchiotti for MARK! Productions, Inc. and Peace Bisquit",If I Were a Boy - Mark Picchiotti Remix - Dub,If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,6Uvrt17Lu7uHl5BRVNur5Q,0.799,0.946,0.79,-7.883,0.000215,0.749,0.0642,0.0525,11,125.998,1,435093,4
Beyoncé,"If I Were a Boy - Chase ""Girls"" Remix - Club",If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,3icUVY5rnJq6rXxZtxWmvn,0.677,0.814,0.969,-5.082,0.00212,0.614,0.183,0.0556,1,127.006,1,507987,4
Beyoncé,If I Were a Boy - Lost Daze Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,7ekhSSb1fU9opOmd8dlsET,0.689,0.912,0.83,-4.947,0.0114,6.67e-06,0.293,0.0515,3,122.957,0,185480,4
"Beyoncé, Remixed by Mark Picchiotti for MARK! Productions, Inc. and Peace Bisquit",If I Were a Boy - Mark Picchiotti Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,25KVkjHuUenqvniXxMCaw5,0.75,0.966,0.839,-6.371,0.000185,0.0772,0.364,0.0378,6,125.974,1,222147,4
Beyoncé,"If I Were a Boy - Chase ""Girls"" Remix - Radio Edit",If I Were A Boy - Dance Mixes - Volume II,False,"pop, r&b",2009-02-03,0MVM8tgLUdVn50XqSVJb6s,0.613,0.857,0.932,-5.432,0.000856,0.0439,0.153,0.0412,1,127.007,1,211747,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Main,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,4eoXTLjwlUwkaVtdZZ6dfn,0.711,0.902,0.82,-7.003,0.0037,0.171,0.0587,0.0417,1,126.0,1,390600,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Dub,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,6OWtimmauMDIs8EDQxwtz9,0.706,0.83,0.85,-6.434,0.00457,0.132,0.0512,0.0406,1,125.998,1,388920,4
"Beyoncé, Achilles Sparta, Peter Krajczar",If I Were a Boy - Karmatronic Remix - Main,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,0QmOyQeDUh0xxfpSgrXmsX,0.782,0.727,0.693,-8.407,0.000161,0.375,0.876,0.0699,10,126.998,0,385720,4
"Beyoncé, DJ Escape, Dom Capello",If I Were a Boy - DJ Escape & Dom Capello Remix - Main,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,5IB3eduYtLtc2Kz0cOG6pq,0.731,0.553,0.894,-8.06,0.00298,0.451,0.358,0.0502,6,127.99,0,508240,4
"Beyoncé, Maurice Joshua for Nu Soul Inc.",If I Were a Boy - Maurice Joshua Mojo UK Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,5PcJiNy7PtMrOyo7Al7zhy,0.706,0.774,0.845,-5.328,0.00265,0.00154,0.341,0.034,1,126.011,1,194867,4
"Beyoncé, Achilles Sparta, Peter Krajczar",If I Were a Boy - Karmatronic Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,2qb8W9YVXU5LYymPmcr4FJ,0.703,0.729,0.817,-7.105,0.000885,0.0244,0.336,0.0514,10,126.997,0,211893,4
"Beyoncé, DJ Escape, Dom Capello",If I Were a Boy - DJ Escape & Dom Capello Remix - Radio Edit,If I Were A Boy - Dance Mixes - Volume I,False,"pop, r&b",2009-02-03,5uIQvvqLYvs0Sn8ceMaZ9v,0.637,0.614,0.813,-7.392,0.0239,0.129,0.402,0.0367,6,127.993,0,247120,4
Beyoncé,At Last - Live from Fashion Rocks,At Last,False,"pop, r&b",2008-11-18,4fpwCdERUIdL1kSmtWTiYb,0.242,0.559,0.438,-12.615,0.519,0.00523,0.765,0.0694,2,171.357,0,173240,3
"Beyoncé, Alejandro Fernández",Amor Gitano,Irreemplazable,False,"pop, r&b",2007-08-27,2N1D0rf5uu3kYLxgEXWB8E,0.39,0.627,0.758,-5.687,0.457,0.0,0.188,0.322,4,168.128,0,228413,4
Beyoncé,Listen (Oye) - Spanish Version,Irreemplazable,False,"pop, r&b",2007-08-27,0XVoi0Laai9IeAYu4rdLGs,0.477,0.135,0.644,-3.119,0.572,0.0,0.0973,0.0458,11,123.021,1,221200,4
Beyoncé,Irreplaceable (Irreemplazable) - Spanish version,Irreemplazable,False,"pop, r&b",2007-08-27,0ee8m2bFx5PgHiop3oaQSY,0.632,0.588,0.707,-3.532,0.108,5.14e-06,0.2,0.24,10,175.91,1,227667,4
Beyoncé,Beautiful Liar (Bello Embustero) - Spanish Version,Irreemplazable,False,"pop, r&b",2007-08-27,0ujyZVgw0rpdH1dWgIy2qt,0.646,0.551,0.806,-4.491,0.088,1.46e-06,0.251,0.134,7,92.028,1,200813,4
"Beyoncé, Shakira, Visitante",Beautiful Liar - Remix,Irreemplazable,False,"pop, r&b",2007-08-27,7Kcjtnzm5NM7abCLAwr8dE,0.747,0.478,0.76,-3.797,0.0071,0.000149,0.264,0.0605,1,91.98,1,180520,4
Beyoncé,Beautiful Liar (feat. Sasha) - Spanglish Version,Irreemplazable,False,"pop, r&b",2007-08-27,6v0OnoQPU4AnhJAQMAvLbe,0.68,0.541,0.739,-5.133,0.00344,0.00219,0.0835,0.0496,8,92.11,1,199427,4
"Beyoncé, Rudy Pérez",Irreplaceable (Irreemplazable) - Nortena Remix,Irreemplazable,False,"pop, r&b",2007-08-27,1LxDdPfaptGhHEN1FNBChu,0.525,0.873,0.807,-4.124,0.16,5.24e-06,0.213,0.111,10,175.869,1,230560,4
"Beyoncé, Timothy Mosely, King Logan and Jerome Harmon for Timbaland Productions, King Logan, Jerome Harmon",Get Me Bodied - Timbaland Remix featuring Voltio,Irreemplazable,False,"pop, r&b",2007-08-27,0qetu9HC8KVCPgQz9lxOj9,0.837,0.59,0.737,-5.928,0.0461,3.73e-06,0.32,0.302,10,96.534,0,374587,4
"Beyoncé, James Wiltshire and Russell Small for Freemaison www.freemaison.com, Russell Small",Green Light - Freemasons Remix,Green Light Freemasons EP,False,"pop, r&b",2007-07-27,5XyPQLgbrwSvVpfU1Uwn9T,0.65,0.726,0.949,-3.8,0.00658,0.000566,0.343,0.0568,1,126.029,1,199547,4
"Beyoncé, Shakira",Beautiful Liar - Freemasons Club Remix,Green Light Freemasons EP,False,"pop, r&b",2007-07-27,7pNsxfdIiyl1fesIsBamAV,0.632,0.902,0.863,-4.77,0.000227,0.459,0.612,0.0375,7,125.997,1,451907,4
"Beyoncé, JAY-Z, Russell Small, James Wiltshire",Deja Vu (feat. Jay-Z) - Freemasons Radio Mix,Green Light Freemasons EP,False,"pop, r&b",2007-07-27,0wRN5edYtBPXfA6HC1rMhX,0.687,0.855,0.963,-4.327,0.00953,0.000658,0.328,0.0712,0,126.045,0,195427,4
"Beyoncé, Freemasons",Ring The Alarm - Freemasons Club Mix Radio Edit,Green Light Freemasons EP,False,"pop, r&b",2007-07-27,0s8W3SU93MeQdkKvZJ8ZCV,0.668,0.944,0.962,-2.706,0.0739,0.0367,0.47,0.0697,7,129.996,1,206707,4
"Beyoncé, Shakira",Beautiful Liar,Beautiful Liar,False,"pop, r&b",2007-03-26,2P5cIXejqLpHDQeCHAbbBG,0.763,0.38,0.756,-3.926,0.00595,0.000247,0.173,0.0685,8,92.004,1,201520,4
Beyoncé,Beautiful Liar (Bello Embustero) - Spanish Version,Beautiful Liar,False,"pop, r&b",2007-03-26,5WkGNlvZAojLqoMUcXisKJ,0.662,0.565,0.8,-4.663,0.113,0.0,0.301,0.146,7,92.104,1,202213,4
Beyoncé,Beautiful Liar (feat. Sasha) - Spanglish Version,Beautiful Liar,False,"pop, r&b",2007-03-26,3h03zEVzbGQY8kxrMv3aQd,0.628,0.56,0.708,-5.592,0.00354,0.0025,0.0743,0.041,8,92.793,1,201227,4
Beyoncé,Beautiful Liar - Instrumental,Beautiful Liar,False,"pop, r&b",2007-03-26,4wJ90aZ3MK7OmQ60XBfsAB,0.852,0.476,0.524,-6.788,0.000585,0.937,0.093,0.0432,0,91.997,0,199187,4
"Beyoncé, Ralph Rosario, Craig J. Snider",Irreplaceable - Ralphi & Craig Club Radio Remix,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,42hK2V65DqDPwXEPt2ZULl,0.73,0.569,0.968,-2.925,0.127,0.00516,0.505,0.0673,5,133.001,0,248314,4
"Beyoncé, Ralph Rosario, Craig J. Snider",Irreplaceable - Ralphi & Craig Club Voc Remix,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,5hqgBE5IFypMqGeXz8rUjE,0.743,0.682,0.991,-4.715,0.0394,0.639,0.0689,0.0524,5,132.999,0,530948,4
"Beyoncé, Ralph Rosario",Irreplaceable - Ralphi Rosario Dub Remix,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,7DjuuQXbijmUOyjAJ77wBf,0.762,0.168,0.993,-5.241,0.0149,0.856,0.0381,0.0437,10,133.003,1,566938,4
"Beyoncé, Maurice Joshua",Irreplaceable - Maurice Joshua Remix Edit,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,6yeXlmv0FXXZyoCyl5EB30,0.83,0.721,0.938,-3.301,0.0263,0.0399,0.404,0.0575,1,122.987,1,243484,4
"Beyoncé, Maurice Joshua",Irreplaceable - Maurice Joshua Club Remix,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,1J4wpizNJFTxD8Jp7zBAs7,0.832,0.769,0.918,-3.515,0.00427,0.391,0.0898,0.0699,1,122.998,1,425854,4
Beyoncé,Irreplaceable - fetauring Ghostface Killah,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,43aeyVCgHx1OMwwskoHw9E,0.486,0.561,0.719,-3.987,0.0316,0.0,0.466,0.39,10,175.736,1,284816,4
"Beyoncé, DJ Speedy",Irreplaceable - DJ Speedy Remix,Irreplaceable (remixes),False,"pop, r&b",2007-02-13,4WRuv8HB59w77ElhgGfZGu,0.716,0.132,0.55,-3.417,0.0039,0.302,0.202,0.156,5,175.969,0,260203,4
Beyoncé,Irreplaceable,Irreplaceable,False,"pop, r&b",2006-12-05,4tPuAry4g0EMJTQhG35yBg,0.56,0.525,0.713,-4.187,0.0237,3.23e-06,0.0947,0.347,10,175.776,1,230573,4
Beyoncé,Irreplaceable - Instrumental,Irreplaceable,False,"pop, r&b",2006-12-05,6bpKtn87CX8SHVzukUndCQ,0.674,0.389,0.614,-5.845,6.92e-05,0.892,0.0841,0.0545,10,175.985,1,229173,4
"Beyoncé, Collie Buddz, The Tranzformas",Ring The Alarm (feat. Collie Buddz),Ring The Alarm (Urban Mixes),False,"pop, r&b",2006-10-31,5dzfKpUQzRdU0Z2KjaJDPZ,0.582,0.613,0.934,-5.192,0.0771,0.0,0.856,0.474,4,178.118,0,252347,4
"Beyoncé, Jazze Pha, Cedkeyz",Ring The Alarm - Jazze Pha Remix,Ring The Alarm (Urban Mixes),False,"pop, r&b",2006-10-31,62LIkWt4XFhd9fPo6dwVi9,0.604,0.51,0.593,-5.402,0.0323,0.000985,0.266,0.353,4,85.338,0,227120,4
"Beyoncé, Derek ""Grizz"" Edwards",Ring The Alarm - Grizz Remix,Ring The Alarm (Urban Mixes),False,"pop, r&b",2006-10-31,4yt2a5wOXtQ79nXa5Lzl1d,0.641,0.344,0.855,-6.306,0.00522,1.04e-06,0.864,0.381,9,85.435,1,212173,4
"Beyoncé, Freemasons",Ring The Alarm - Freemasons Club Mix,Ring The Alarm (Dance Mixes),False,"pop, r&b",2006-10-31,6d8D0OKT1qlXoyDTcGFDDq,0.675,0.95,0.897,-4.136,0.00927,0.726,0.0487,0.0528,7,130.002,1,513800,4
"Beyoncé, Achilles Sparta, Peter Krajczar",Ring The Alarm - Karmatronic Remix,Ring The Alarm (Dance Mixes),False,"pop, r&b",2006-10-31,0kg8DbvGDf3XZzHsVn2vwQ,0.708,0.23,0.932,-5.736,0.000381,0.073,0.207,0.266,2,137.967,1,199467,4
Beyoncé,Ring The Alarm - Migtight Remix,Ring The Alarm (Dance Mixes),False,"pop, r&b",2006-10-31,7HWd1jWeGLS0lxv4QRqCtP,0.633,0.405,0.649,-6.134,0.0957,5.72e-06,0.127,0.31,2,216.788,1,199840,4
Beyoncé,Ring The Alarm,Ring The Alarm,False,"pop, r&b",2006-10-17,0Vc4FpaNlhtcfYu3OqwGhg,0.54,0.461,0.745,-8.352,0.0411,0.000137,0.1,0.481,2,113.571,1,206013,5
Beyoncé,Ring The Alarm - Instrumental,Ring The Alarm,False,"pop, r&b",2006-10-17,0uVlJldvBkXNgrVmqSsDW3,0.504,0.358,0.71,-9.607,0.00521,0.903,0.124,0.23,2,170.651,1,205107,4
"Beyoncé, Achilles Sparta, Peter Krajczar",Ring The Alarm - Karmatronic Remix,Ring The Alarm,False,"pop, r&b",2006-10-17,0DPHWr8SAeZ0Px1xAiVSbo,0.706,0.218,0.932,-5.748,0.000404,0.0492,0.18,0.248,2,137.985,1,199613,4
Beyoncé,Ring The Alarm - Migtight Remix,Ring The Alarm,False,"pop, r&b",2006-10-17,0XupM3nG5E02OW9fwsWhJv,0.83,0.403,0.641,-6.114,0.0938,3.09e-06,0.114,0.201,2,108.363,1,199733,4
"Beyoncé, Collie Buddz, The Tranzformas",Ring The Alarm (feat. Collie Buddz),Ring The Alarm,False,"pop, r&b",2006-10-17,5DPL5vQeNSDfP0R56v9glI,0.572,0.579,0.936,-5.03,0.0633,0.0,0.846,0.46,4,178.233,0,252280,4
"Beyoncé, Jazze Pha, Cedkeyz",Ring The Alarm - Jazze Pha Remix,Ring The Alarm,False,"pop, r&b",2006-10-17,5C0a9D8Erdmdp9JL17Xyzm,0.596,0.501,0.6,-5.391,0.0402,0.000509,0.304,0.357,4,84.305,0,226960,4
"Beyoncé, Derek ""Grizz"" Edwards",Ring The Alarm - Grizz Remix,Ring The Alarm,False,"pop, r&b",2006-10-17,2xgj6uRFCFLN06sM9dutuH,0.623,0.365,0.856,-6.121,0.00409,3.52e-06,0.867,0.312,1,85.471,0,212200,4
"Beyoncé, Shakira",Beautiful Liar - Freemasons Remix Edit,Beautiful Liar (Freemasons Remix Edit),False,"pop, r&b",2006-08-18,4VRUhzkwxPLoDZ1CJXXLkz,0.592,0.605,0.908,-5.271,0.000463,0.0151,0.0746,0.0308,8,125.984,1,207360,4
"Beyoncé, JAY-Z",Deja Vu (feat. Jay-Z),Deja Vu (feat. Jay-Z),False,"pop, r&b",2006-08-05,6JjBYAT9eiS1LEtav863Ru,0.763,0.362,0.728,-4.944,0.00677,1.22e-05,0.0915,0.326,7,105.923,1,239960,4
"Beyoncé, JAY-Z, Russell Small, James Wiltshire",Deja Vu (feat. Jay-Z) - Freemasons Radio Mix,Deja Vu (feat. Jay-Z),False,"pop, r&b",2006-08-05,4kf8eko93JWjalETh1O2Xu,0.708,0.886,0.978,-2.992,0.0264,0.000489,0.274,0.0541,7,126.03,0,195293,4
"Beyoncé, Voltio, Bama Boyz",Check On It (feat. Voltio) - Bama Boyz Reggaeton Remix,Check On It (feat. Voltio),False,"pop, r&b",2006-02-28,3OBSkJgaoQAM2vNpg6070c,0.758,0.869,0.751,-4.985,0.0635,0.0,0.0922,0.145,2,89.943,1,208293,4
"Beyoncé, Bama Boyz",Check On It - Bama Boyz Reggaeton Remix Instrumental,Check On It (feat. Voltio),False,"pop, r&b",2006-02-28,4dP3cD278R8DBKbS1EE92h,0.69,0.63,0.609,-7.677,0.000572,0.932,0.0384,0.126,11,179.936,0,208027,4
"Beyoncé, Bun B, Slim Thug",Check On It (feat. Bun B & Slim Thug),Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),False,"pop, r&b",2006-01-31,56mAv6TVHL4QXcD4B4Ezvg,0.707,0.922,0.881,-4.066,0.0782,0.0,0.388,0.249,7,166.02,1,210707,4
"Beyoncé, Slim Thug, Junior Vasquez",Check On It (feat. Slim Thug) - Junior Vasquez Club Mix,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),False,"pop, r&b",2006-01-31,30rb2ieG7BD0xpGU89en1f,0.689,0.645,0.977,-4.825,0.0609,0.479,0.0644,0.0653,11,130.011,0,511387,4
"Beyoncé, Slim Thug, Maurice Joshua",Check On It (feat. Slim Thug) - Maurice's Nu Soul Mix,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),False,"pop, r&b",2006-01-31,65NpACLdVSM0GeatAksuTi,0.801,0.967,0.849,-6.403,0.00449,0.000465,0.0373,0.0416,11,130.004,0,359413,4
